txn_id,customer_id,amount,currency,transaction_type,flagged,date
T00462,C0087,11569.83,INR,Payment,False,2024-12-22
T00463,C0136,3644.3,INR,Transfer,False,2024-01-12
T00464,C0116,48770.54,USD,Deposit,True,2024-03-31
T00465,C0176,2746.91,INR,Withdrawal,False,2024-10-29
T00466,C0078,23492.13,INR,Withdrawal,True,2024-01-24
T00467,C0152,6587.43,USD,Withdrawal,False,2024-08-30
T00468,C0175,8603.15,USD,Deposit,False,2024-06-18
T00469,C0028,2446.17,USD,Withdrawal,False,2024-05-12
T00470,C0089,27067.25,INR,Withdrawal,True,2024-12-13
T00471,C0069,2178.1,USD,Payment,False,2024-11-04
T00472,C0200,48487.35,USD,Payment,True,2024-01-25
T00473,C0143,30833.25,INR,Deposit,True,2024-01-05
T00474,C0181,45659.55,INR,Transfer,True,2024-01-15
T00475,C0177,46367.57,USD,Payment,True,2024-05-12
T00476,C0098,40412.38,USD,Withdrawal,True,2024-11-17
T00477,C0082,21643.44,USD,Withdrawal,True,2024-12-05
T00478,C0100,13873.79,INR,Transfer,False,2024-04-18
T00479,C0182,4951.21,INR,Deposit,False,2024-05-09
T00480,C0055,15318.19,USD,Transfer,False,2024-10-09
T00481,C0091,17828.89,USD,Transfer,False,2024-11-11
T00482,C0196,8481.42,USD,Payment,False,2024-03-04
T00483,C0128,1264.57,USD,Withdrawal,True,2024-06-19
T00484,C0120,376.15,INR,Transfer,False,2024-08-01
T00485,C0136,25014.91,INR,Transfer,True,2024-03-11
T00486,C0005,40740.4,USD,Transfer,True,2024-12-02
T00487,C0175,16419.33,USD,Payment,True,2024-09-17
T00488,C0105,36915.7,USD,Payment,True,2024-11-08
T00489,C0127,1564.55,USD,Deposit,False,2024-09-25
T00490,C0098,11137.37,USD,Payment,False,2024-04-18
T00491,C0048,1520.28,USD,Transfer,False,2024-08-10
T00492,C0066,48441.16,USD,Transfer,True,2024-06-25
T00493,C0094,3300.78,INR,Payment,False,2024-01-12
T00494,C0088,41541.44,USD,Payment,True,2024-02-06
T00495,C0193,46021.6,INR,Withdrawal,True,2024-02-25
T00496,C0149,35574.37,INR,Transfer,True,2024-11-05
T00497,C0041,3638.76,INR,Withdrawal,False,2024-03-12
T00498,C0106,15488.0,USD,Withdrawal,False,2024-08-05
T00499,C0102,26141.19,USD,Payment,True,2024-05-01
T00500,C0029,31983.6,INR,Deposit,True,2024-05-26
T00501,C0010,30067.5,USD,Transfer,True,2024-08-08
T00502,C0158,44054.0,INR,Deposit,True,2024-04-24
T00503,C0129,7311.08,USD,Transfer,False,2024-11-23
T00504,C0052,28070.05,INR,Payment,True,2024-12-25
T00505,C0063,11777.83,USD,Withdrawal,False,2024-12-23
T00506,C0036,29799.39,USD,Transfer,True,2024-01-27
T00507,C0150,20877.58,USD,Deposit,True,2024-10-05
T00508,C0123,13442.25,INR,Deposit,False,2024-11-13
T00509,C0075,47051.62,USD,Deposit,True,2024-04-15
T00510,C0127,49826.71,USD,Deposit,True,2024-03-30
T00511,C0077,17829.9,INR,Withdrawal,False,2024-06-25
T00512,C0198,42465.96,INR,Payment,True,2024-03-07
T00513,C0055,36761.68,INR,Payment,True,2024-09-08
T00514,C0057,38507.02,USD,Withdrawal,True,2024-07-18
T00515,C0159,25904.74,INR,Payment,True,2024-10-21
T00516,C0018,48964.92,INR,Withdrawal,True,2024-09-14
T00517,C0199,21121.97,INR,Transfer,True,2024-06-07
T00518,C0090,36443.69,INR,Transfer,True,2024-08-19
T00519,C0153,48809.9,INR,Deposit,True,2024-05-14
T00520,C0035,12533.01,USD,Deposit,False,2024-08-29
T00521,C0003,40744.48,USD,Withdrawal,True,2024-08-14
T00522,C0194,42176.3,INR,Transfer,True,2024-03-12
T00523,C0106,45032.87,USD,Transfer,True,2024-01-12
T00524,C0097,35137.33,USD,Transfer,True,2024-09-30
T00525,C0192,23815.73,INR,Transfer,True,2024-11-03
T00526,C0083,46484.46,INR,Transfer,True,2024-10-12
T00527,C0030,47866.51,INR,Withdrawal,True,2024-12-23
T00528,C0108,15001.48,USD,Transfer,False,2024-10-03
T00529,C0134,8371.37,USD,Withdrawal,False,2024-07-04
T00530,C0017,25158.3,USD,Withdrawal,True,2024-12-14
T00531,C0173,47092.24,INR,Payment,True,2024-06-14
T00532,C0134,49687.54,INR,Payment,True,2024-02-26
T00533,C0034,10808.48,USD,Payment,False,2024-06-29
T00534,C0137,40596.75,USD,Deposit,True,2024-04-19
T00535,C0015,28631.33,INR,Withdrawal,True,2024-09-21
T00536,C0125,20282.99,USD,Transfer,True,2024-12-06
T00537,C0181,42543.36,USD,Deposit,True,2024-07-07
T00538,C0128,15339.14,INR,Transfer,False,2024-02-01
T00539,C0077,5561.59,USD,Transfer,False,2024-10-18
T00540,C0175,46312.82,USD,Withdrawal,True,2024-09-07
T00541,C0098,2812.98,INR,Transfer,False,2024-09-19
T00542,C0167,43011.68,USD,Withdrawal,True,2024-06-08
T00543,C0126,45520.63,USD,Withdrawal,True,2024-11-19
T00544,C0076,12845.63,INR,Withdrawal,False,2024-07-19
T00545,C0116,10636.77,USD,Withdrawal,False,2024-09-19
T00546,C0023,46899.61,USD,Payment,True,2024-06-22
T00547,C0056,31776.87,INR,Transfer,True,2024-08-29
T00548,C0153,38725.22,USD,Transfer,True,2024-07-31
T00549,C0133,41976.15,INR,Payment,True,2024-07-03
T00550,C0076,41471.21,INR,Transfer,True,2024-11-20
T00551,C0067,21594.93,INR,Withdrawal,True,2024-06-05
T00552,C0100,7950.09,USD,Withdrawal,False,2024-11-04
T00553,C0121,9010.95,INR,Withdrawal,False,2024-04-27
T00554,C0137,6147.84,INR,Withdrawal,False,2024-02-20
T00555,C0192,9577.75,USD,Deposit,False,2024-06-13
T00556,C0189,35220.21,INR,Payment,True,2024-03-11
T00557,C0163,38784.65,INR,Transfer,True,2024-12-04
T00558,C0144,46553.87,USD,Transfer,True,2024-10-15
T00559,C0014,13659.15,INR,Transfer,False,2024-01-21
T00560,C0122,36743.19,USD,Payment,True,2024-04-18
T00561,C0105,4888.65,INR,Withdrawal,False,2024-12-16
T00562,C0049,21792.16,USD,Payment,True,2024-06-30
T00563,C0140,49877.86,USD,Transfer,True,2024-09-30
T00564,C0031,9551.06,USD,Payment,False,2024-01-21
T00565,C0015,43633.89,USD,Withdrawal,True,2024-09-01
T00566,C0057,11895.19,INR,Withdrawal,False,2024-01-06
T00567,C0159,33240.13,USD,Deposit,True,2024-02-07
T00568,C0091,34002.53,USD,Deposit,True,2024-07-01
T00569,C0176,2550.2,INR,Payment,False,2024-07-15
T00570,C0098,6272.84,USD,Transfer,False,2024-04-30
T00571,C0059,29286.79,USD,Deposit,True,2024-02-01
T00572,C0094,3429.95,INR,Transfer,False,2024-06-05
T00573,C0193,32998.43,USD,Payment,True,2024-03-15
T00574,C0097,8908.26,INR,Deposit,False,2024-06-09
T00575,C0108,25793.55,INR,Deposit,True,2024-02-20
T00576,C0198,3905.65,INR,Transfer,False,2024-05-04
T00577,C0065,37969.67,USD,Deposit,True,2024-05-31
T00578,C0089,20674.07,INR,Payment,True,2024-07-30
T00579,C0107,24169.94,INR,Withdrawal,True,2024-04-13
T00580,C0182,17215.04,INR,Withdrawal,False,2024-07-10
T00581,C0183,8234.29,INR,Deposit,False,2024-09-25
T00582,C0125,44070.29,USD,Withdrawal,True,2024-09-17
T00583,C0037,6405.16,INR,Transfer,False,2024-09-10
T00584,C0148,13044.52,USD,Deposit,False,2024-08-04
T00585,C0104,30741.56,USD,Transfer,True,2024-11-21
T00586,C0157,5079.87,USD,Payment,False,2024-11-02
T00587,C0028,11151.79,INR,Withdrawal,False,2024-04-19
T00588,C0016,38288.2,INR,Withdrawal,True,2024-11-03
T00589,C0048,17906.27,INR,Transfer,False,2024-02-11
T00590,C0100,2657.17,INR,Deposit,False,2024-02-17
T00591,C0013,36540.2,USD,Transfer,True,2024-11-04
T00592,C0028,34968.04,INR,Transfer,True,2024-01-01
T00593,C0199,18810.42,USD,Transfer,False,2024-01-14
T00594,C0051,47626.17,INR,Deposit,True,2024-10-21
T00595,C0057,47000.8,USD,Payment,True,2024-03-16
T00596,C0194,23363.93,USD,Payment,True,2024-06-10
T00597,C0063,41662.45,USD,Withdrawal,True,2024-06-08
T00598,C0165,29619.61,INR,Transfer,True,2024-10-31
T00599,C0027,46350.02,USD,Withdrawal,True,2024-11-08
T00600,C0133,20391.49,USD,Transfer,True,2024-12-05
T00601,C0160,20833.29,INR,Transfer,True,2024-11-27
T00602,C0083,47609.42,INR,Deposit,True,2024-03-07
T00603,C0029,25628.77,USD,Transfer,True,2024-08-02
T00604,C0169,20624.07,INR,Deposit,True,2024-02-05
T00605,C0021,46543.77,USD,Payment,True,2024-07-30
T00606,C0183,37635.39,USD,Transfer,True,2024-08-18
T00607,C0152,10302.3,USD,Transfer,False,2024-01-10
T00608,C0168,25583.25,INR,Transfer,True,2024-12-29
T00609,C0108,18140.85,USD,Withdrawal,False,2024-09-21
T00610,C0151,30252.64,USD,Deposit,True,2024-03-04
T00611,C0072,27515.75,USD,Deposit,True,2024-09-30
T00612,C0086,44206.74,USD,Transfer,True,2024-01-21
T00613,C0136,40060.21,USD,Deposit,True,2024-07-24
T00614,C0022,19771.32,INR,Transfer,False,2024-07-08
T00615,C0020,20761.94,INR,Deposit,True,2024-01-23
T00616,C0066,47168.29,USD,Transfer,True,2024-03-28
T00617,C0112,43599.75,INR,Withdrawal,True,2024-11-16
T00618,C0041,17491.23,INR,Deposit,False,2024-02-08
T00619,C0015,39240.43,INR,Transfer,True,2024-03-09
T00620,C0191,49410.05,USD,Withdrawal,True,2024-10-04
T00621,C0108,27807.77,INR,Payment,True,2024-11-13
T00622,C0007,43177.64,INR,Transfer,True,2024-09-14
T00623,C0190,35981.11,INR,Deposit,True,2024-04-04
T00624,C0051,2465.38,USD,Transfer,False,2024-11-09
T00625,C0106,15449.21,USD,Withdrawal,False,2024-09-12
T00626,C0034,30291.73,INR,Withdrawal,True,2024-02-23
T00627,C0192,12239.02,INR,Payment,False,2024-08-04
T00628,C0164,26020.15,USD,Deposit,True,2024-10-27
T00629,C0172,10068.29,USD,Transfer,False,2024-09-27
T00630,C0196,40414.45,INR,Transfer,True,2024-03-04
T00631,C0177,34208.87,USD,Transfer,True,2024-10-10
T00632,C0002,39990.8,USD,Transfer,True,2024-10-25
T00633,C0109,46857.66,INR,Deposit,True,2024-10-09
T00634,C0134,48094.64,INR,Transfer,True,2024-01-26
T00635,C0107,2059.44,USD,Payment,False,2024-07-29
T00636,C0143,24884.75,USD,Payment,True,2024-10-04
T00637,C0139,23801.79,INR,Withdrawal,True,2024-10-24
T00638,C0179,21547.59,INR,Withdrawal,True,2024-06-08
T00639,C0045,25959.48,USD,Withdrawal,True,2024-02-07
T00640,C0086,9826.37,INR,Transfer,False,2024-12-12
T00641,C0008,38525.35,USD,Withdrawal,True,2024-03-10
T00642,C0025,35629.45,USD,Withdrawal,True,2024-02-23
T00643,C0042,29443.55,USD,Transfer,True,2024-10-27
T00644,C0126,46483.05,USD,Withdrawal,True,2024-03-20
T00645,C0188,43494.12,INR,Payment,True,2024-02-16
T00646,C0166,44766.55,INR,Deposit,True,2024-03-30
T00647,C0058,5956.74,USD,Payment,False,2024-07-22
T00648,C0017,39083.39,USD,Payment,True,2024-02-21
T00649,C0097,35449.2,INR,Payment,True,2024-03-10
T00650,C0184,48681.66,INR,Deposit,True,2024-03-26
T00651,C0079,14593.87,INR,Payment,False,2024-01-09
T00652,C0002,26084.47,USD,Withdrawal,True,2024-07-26
T00653,C0054,34205.5,USD,Withdrawal,True,2024-01-04
T00654,C0039,120.38,INR,Transfer,False,2024-08-16
T00655,C0098,18147.75,INR,Transfer,False,2024-03-07
T00656,C0026,35101.24,INR,Payment,True,2024-11-16
T00657,C0123,44042.41,INR,Deposit,True,2024-12-19
T00658,C0162,35267.1,INR,Transfer,True,2024-05-20
T00659,C0179,24112.59,USD,Payment,True,2024-02-17
T00660,C0166,5318.43,USD,Payment,False,2024-06-28
T00661,C0099,28756.17,INR,Withdrawal,True,2024-09-27
T00662,C0106,46451.24,INR,Transfer,True,2024-02-23
T00663,C0045,1600.85,USD,Payment,False,2024-12-26
T00664,C0012,32814.62,USD,Transfer,True,2024-09-20
T00665,C0008,12351.41,INR,Transfer,False,2024-03-12
T00666,C0139,36266.52,INR,Transfer,True,2024-11-07
T00667,C0086,16868.35,USD,Payment,False,2024-09-02
T00668,C0116,4725.32,INR,Deposit,False,2024-08-14
T00669,C0024,14153.88,USD,Transfer,False,2024-01-18
T00670,C0112,199.25,USD,Transfer,False,2024-09-11
T00671,C0164,5094.71,INR,Payment,False,2024-02-19
T00672,C0106,44872.75,USD,Transfer,True,2024-04-01
T00673,C0153,29436.99,USD,Transfer,True,2024-12-02
T00674,C0042,12227.85,INR,Payment,False,2024-12-12
T00675,C0033,28461.25,INR,Payment,True,2024-08-13
T00676,C0028,28159.14,INR,Transfer,True,2024-03-14
T00677,C0059,20270.81,INR,Deposit,True,2024-11-23
T00678,C0037,26445.29,INR,Payment,True,2024-09-28
T00679,C0087,24795.84,INR,Payment,True,2024-01-21
T00680,C0164,44597.2,USD,Withdrawal,True,2024-08-31
T00681,C0058,48898.02,INR,Payment,True,2024-10-14
T00682,C0003,28335.34,INR,Deposit,True,2024-08-16
T00683,C0031,26562.24,USD,Deposit,True,2024-03-07
T00684,C0169,40265.79,INR,Withdrawal,True,2024-09-15
T00685,C0166,41419.51,USD,Transfer,True,2024-05-14
T00686,C0091,33898.81,INR,Deposit,True,2024-08-14
T00687,C0082,10126.27,USD,Withdrawal,True,2024-08-19
T00688,C0062,19187.55,INR,Deposit,False,2024-07-13
T00689,C0195,31206.12,INR,Payment,True,2024-03-26
T00690,C0032,34031.52,USD,Deposit,True,2024-04-15
T00691,C0153,12896.22,USD,Transfer,False,2024-02-25
T00692,C0081,18407.62,INR,Withdrawal,False,2024-09-04
T00693,C0120,34666.89,USD,Transfer,True,2024-06-11
T00694,C0194,28801.44,USD,Transfer,True,2024-11-12
T00695,C0010,2044.56,INR,Transfer,False,2024-07-14
T00696,C0034,18571.9,INR,Deposit,False,2024-09-28
T00697,C0062,22738.74,INR,Withdrawal,True,2024-06-15
T00698,C0026,41812.64,USD,Withdrawal,True,2024-05-28
T00699,C0012,9643.43,INR,Deposit,False,2024-03-05
T00700,C0076,46315.21,INR,Payment,True,2024-07-03
T00701,C0077,12677.93,INR,Withdrawal,False,2024-10-30
T00702,C0062,29739.5,INR,Transfer,True,2024-12-07
T00703,C0015,38029.85,INR,Payment,True,2024-09-30
T00704,C0087,39578.21,USD,Withdrawal,True,2024-09-19
T00705,C0039,10041.4,INR,Withdrawal,False,2024-06-03
T00706,C0119,5994.05,USD,Withdrawal,False,2024-10-15
T00707,C0181,9417.12,INR,Deposit,False,2024-10-20
T00708,C0167,5444.69,USD,Payment,False,2024-05-05
T00709,C0028,44686.27,USD,Transfer,True,2024-07-10
T00710,C0096,8164.63,USD,Deposit,False,2024-12-10
T00711,C0178,16043.22,USD,Transfer,False,2024-01-12
T00712,C0167,3964.06,INR,Deposit,False,2024-07-30
T00713,C0006,23371.67,USD,Withdrawal,True,2024-11-01
T00714,C0119,24770.61,USD,Withdrawal,True,2024-02-11
T00715,C0015,25626.61,INR,Payment,True,2024-11-29
T00716,C0136,8272.86,INR,Withdrawal,False,2024-01-26
T00717,C0025,46496.85,INR,Deposit,True,2024-04-23
T00718,C0099,49610.99,USD,Deposit,True,2024-05-21
T00719,C0034,16464.28,INR,Payment,False,2024-05-25
T00720,C0157,11245.09,INR,Deposit,False,2024-12-16
T00721,C0013,8159.59,INR,Payment,False,2024-01-19
T00722,C0142,6663.19,USD,Transfer,False,2024-01-07
T00723,C0148,2332.46,USD,Withdrawal,False,2024-04-18
T00724,C0081,39793.32,USD,Deposit,True,2024-03-03
T00725,C0051,44786.32,INR,Withdrawal,True,2024-04-17
T00726,C0195,16312.26,INR,Withdrawal,False,2024-08-25
T00727,C0004,17944.91,INR,Withdrawal,False,2024-04-21
T00728,C0020,3094.62,INR,Payment,False,2024-09-29
T00729,C0033,16102.76,INR,Withdrawal,False,2024-09-23
T00730,C0122,22977.49,INR,Deposit,True,2024-07-04
T00731,C0075,23522.34,INR,Transfer,True,2024-06-17
T00732,C0152,36361.45,USD,Transfer,True,2024-04-10
T00733,C0007,44502.11,USD,Deposit,True,2024-03-15
T00734,C0052,24255.97,USD,Withdrawal,True,2024-03-05
T00735,C0005,18700.12,USD,Withdrawal,False,2024-01-19
T00736,C0035,4278.26,USD,Payment,False,2024-08-10
T00737,C0027,47388.59,INR,Transfer,True,2024-04-27
T00738,C0137,17796.76,USD,Transfer,False,2024-07-01
T00739,C0143,30009.17,USD,Deposit,True,2024-10-26
T00740,C0125,11041.61,INR,Withdrawal,False,2024-06-15
T00741,C0010,44668.15,USD,Deposit,True,2024-09-26
T00742,C0107,40153.46,INR,Transfer,True,2024-05-27
T00743,C0187,45803.96,INR,Transfer,True,2024-10-29
T00744,C0021,5530.16,USD,Withdrawal,False,2024-09-29
T00745,C0143,32726.78,USD,Withdrawal,True,2024-08-25
T00746,C0121,46003.88,USD,Payment,True,2024-06-29
T00747,C0121,42376.0,USD,Payment,True,2024-04-05
T00748,C0103,44422.62,INR,Deposit,True,2024-06-06
T00749,C0182,3111.44,USD,Withdrawal,False,2024-08-06
T00750,C0053,1921.34,USD,Deposit,False,2024-11-27
T00751,C0171,28204.75,INR,Deposit,True,2024-09-16
T00752,C0200,43064.04,INR,Withdrawal,True,2024-05-30
T00753,C0072,33034.8,INR,Deposit,True,2024-07-05
T00754,C0044,35809.38,INR,Transfer,True,2024-01-02
T00755,C0083,23764.76,USD,Withdrawal,True,2024-07-14
T00756,C0105,5860.92,USD,Payment,False,2024-04-06
T00757,C0019,35941.03,INR,Transfer,True,2024-11-17
T00758,C0194,30111.14,USD,Deposit,True,2024-06-22
T00759,C0122,17008.54,USD,Payment,False,2024-01-14
T00760,C0119,9153.13,USD,Payment,False,2024-01-01
T00761,C0048,28328.7,INR,Transfer,True,2024-07-28
T00762,C0128,5487.11,INR,Payment,False,2024-01-01
T00763,C0123,33263.75,INR,Payment,True,2024-08-19
T00764,C0096,26066.89,USD,Payment,True,2024-03-25
T00765,C0005,31368.01,INR,Withdrawal,True,2024-11-06
T00766,C0164,32958.39,INR,Deposit,True,2024-05-31
T00767,C0104,38704.92,INR,Withdrawal,True,2024-09-10
T00768,C0136,13350.16,USD,Deposit,False,2024-10-30
T00769,C0128,48740.93,USD,Payment,True,2024-09-05
T00770,C0141,45166.74,INR,Withdrawal,True,2024-09-05
T00771,C0197,31484.18,INR,Transfer,True,2024-03-21
T00772,C0057,5559.56,USD,Withdrawal,False,2024-04-11
T00773,C0090,48936.71,USD,Payment,True,2024-01-30
T00774,C0093,35048.46,USD,Payment,True,2024-05-16
T00775,C0001,25181.56,INR,Deposit,True,2024-07-13
T00776,C0124,38937.0,INR,Payment,True,2024-06-08
T00777,C0017,25745.81,INR,Withdrawal,True,2024-11-12
T00778,C0028,38177.09,INR,Deposit,True,2024-07-12
T00779,C0091,10918.98,INR,Withdrawal,False,2024-04-20
T00780,C0045,13105.08,INR,Deposit,False,2024-01-25
T00781,C0036,26838.13,USD,Withdrawal,True,2024-04-14
T00782,C0007,43867.45,INR,Payment,True,2024-06-15
T00783,C0080,2751.49,INR,Payment,False,2024-02-23
T00784,C0079,1226.63,INR,Deposit,False,2024-02-02
T00785,C0070,5127.93,USD,Deposit,False,2024-08-31
T00786,C0146,9939.48,INR,Payment,False,2024-02-07
T00787,C0130,40479.08,USD,Transfer,True,2024-09-19
T00788,C0063,16327.87,USD,Payment,False,2024-05-14
T00789,C0078,4807.57,INR,Withdrawal,False,2024-02-01
T00790,C0174,19457.42,USD,Transfer,True,2024-07-07
T00791,C0126,18504.44,USD,Deposit,False,2024-09-02
T00792,C0042,42521.38,INR,Deposit,True,2024-12-05
T00793,C0156,20909.46,USD,Transfer,True,2024-03-27
T00794,C0172,20596.75,INR,Payment,True,2024-04-30
T00795,C0049,47328.86,USD,Withdrawal,True,2024-02-19
T00796,C0007,26106.09,INR,Deposit,True,2024-11-01
T00797,C0143,34516.12,INR,Deposit,True,2024-01-18
T00798,C0024,4582.89,INR,Withdrawal,False,2024-12-15
T00799,C0184,4817.55,USD,Withdrawal,False,2024-02-22
T00800,C0041,25112.49,INR,Payment,True,2024-04-08
T00801,C0115,15585.54,USD,Transfer,False,2024-12-02
T00802,C0196,1151.56,INR,Deposit,False,2024-12-31
T00803,C0007,46208.62,INR,Transfer,True,2024-07-02
T00804,C0167,2439.84,INR,Withdrawal,False,2024-10-06
T00805,C0099,17934.42,INR,Deposit,False,2024-02-20
T00806,C0192,49010.12,INR,Payment,True,2024-08-24
T00807,C0026,6362.17,INR,Transfer,False,2024-05-06
T00808,C0110,43790.09,USD,Withdrawal,True,2024-04-30
T00809,C0189,26188.33,USD,Withdrawal,True,2024-03-21
T00810,C0192,42315.7,USD,Deposit,True,2024-07-21
T00811,C0114,36563.4,USD,Deposit,True,2024-11-28
T00812,C0114,8454.06,USD,Withdrawal,False,2024-06-06
T00813,C0141,36091.29,INR,Transfer,True,2024-03-21
T00814,C0072,46823.07,USD,Withdrawal,True,2024-06-17
T00815,C0189,13007.35,USD,Transfer,False,2024-08-16
T00816,C0098,29485.4,INR,Deposit,True,2024-10-17
T00817,C0104,19404.32,USD,Transfer,False,2024-10-07
T00818,C0191,9618.04,USD,Deposit,False,2024-10-04
T00819,C0143,5119.18,USD,Transfer,False,2024-02-10
T00820,C0191,13715.46,INR,Deposit,False,2024-02-29
T00821,C0130,12596.58,INR,Withdrawal,False,2024-10-09
T00822,C0065,43847.15,INR,Transfer,True,2024-12-15
T00823,C0198,16620.12,USD,Payment,False,2024-06-01
T00824,C0070,49626.52,USD,Withdrawal,True,2024-02-28
T00825,C0197,18761.17,INR,Withdrawal,False,2024-10-24
T00826,C0071,37868.84,INR,Transfer,True,2024-04-28
T00827,C0037,8877.99,INR,Transfer,False,2024-02-17
T00828,C0191,41363.04,INR,Withdrawal,True,2024-04-08
T00829,C0004,12344.94,USD,Payment,False,2024-05-06
T00830,C0126,46818.2,INR,Withdrawal,True,2024-07-23
T00831,C0190,46138.68,INR,Transfer,True,2024-07-02
T00832,C0005,44784.68,USD,Payment,True,2024-09-20
T00833,C0165,30015.61,USD,Deposit,True,2024-11-04
T00834,C0022,8177.12,USD,Payment,False,2024-04-30
T00835,C0111,23507.98,USD,Withdrawal,True,2024-09-01
T00836,C0130,6538.42,USD,Withdrawal,False,2024-06-23
T00837,C0064,18019.55,INR,Withdrawal,False,2024-06-29
T00838,C0149,22289.68,USD,Deposit,True,2024-04-26
T00839,C0185,46121.17,USD,Payment,True,2024-07-30
T00840,C0020,6904.51,USD,Payment,False,2024-07-18
T00841,C0172,11293.61,INR,Transfer,False,2024-02-21
T00842,C0084,23639.6,INR,Transfer,True,2024-07-24
T00843,C0151,32080.76,USD,Withdrawal,True,2024-03-20
T00844,C0089,44829.17,USD,Deposit,True,2024-11-15
T00845,C0091,19560.38,INR,Withdrawal,False,2024-05-25
T00846,C0057,43487.65,USD,Payment,True,2024-05-06
T00847,C0068,46848.41,USD,Payment,True,2024-10-04
T00848,C0087,13938.83,USD,Deposit,False,2024-02-26
T00849,C0034,47866.37,INR,Transfer,True,2024-12-13
T00850,C0009,46351.5,INR,Transfer,True,2024-08-04
T00851,C0005,33993.34,INR,Withdrawal,True,2024-11-10
T00852,C0037,17904.79,INR,Payment,False,2024-04-25
T00853,C0152,7286.53,INR,Deposit,False,2024-03-19
T00854,C0001,671.54,INR,Deposit,False,2024-03-01
T00855,C0154,31284.89,USD,Transfer,True,2024-09-11
T00856,C0036,48787.4,INR,Payment,True,2024-03-26
T00857,C0006,25160.11,INR,Deposit,True,2024-11-15
T00858,C0106,8473.98,USD,Payment,False,2024-11-19
T00859,C0134,30438.53,INR,Deposit,True,2024-12-06
T00860,C0161,31416.02,USD,Deposit,True,2024-01-13
T00861,C0031,9595.38,USD,Payment,False,2024-01-02
T00862,C0136,35240.26,INR,Payment,True,2024-03-23
T00863,C0191,1132.92,USD,Payment,False,2024-06-27
T00864,C0117,4538.12,USD,Withdrawal,False,2024-06-04
T00865,C0156,26843.96,USD,Payment,True,2024-09-08
T00866,C0197,16927.93,INR,Withdrawal,False,2024-05-27
T00867,C0099,49014.89,INR,Transfer,True,2024-05-24
T00868,C0199,7919.26,USD,Payment,False,2024-04-18
T00869,C0061,30895.01,USD,Payment,True,2024-02-27
T00870,C0177,23798.62,USD,Deposit,True,2024-08-18
T00871,C0133,16716.63,USD,Withdrawal,False,2024-02-19
T00872,C0044,24711.83,INR,Deposit,True,2024-02-22
T00873,C0133,47362.6,USD,Transfer,True,2024-02-12
T00874,C0054,3050.48,USD,Withdrawal,True,2024-08-09
T00875,C0041,34478.68,INR,Deposit,True,2024-05-01
T00876,C0192,42429.18,INR,Withdrawal,True,2024-06-30
T00877,C0092,29133.63,USD,Transfer,True,2024-04-13
T00878,C0155,34143.92,USD,Transfer,True,2024-10-12
T00879,C0105,2554.51,USD,Withdrawal,False,2024-08-11
T00880,C0110,4379.73,USD,Withdrawal,False,2024-07-29
T00881,C0003,16326.03,USD,Deposit,False,2024-05-11
T00882,C0117,39358.12,USD,Payment,True,2024-11-17
T00883,C0117,38436.32,USD,Transfer,True,2024-04-08
T00884,C0086,15898.33,INR,Payment,False,2024-02-13
T00885,C0088,42561.75,USD,Withdrawal,True,2024-08-30
T00886,C0051,20082.11,USD,Transfer,True,2024-05-08
T00887,C0019,7755.69,USD,Transfer,False,2024-12-26
T00888,C0014,22962.92,INR,Payment,True,2024-07-30
T00889,C0174,11239.84,USD,Transfer,False,2024-06-05
T00890,C0126,32639.59,USD,Transfer,True,2024-08-14
T00891,C0055,2035.94,INR,Withdrawal,False,2024-04-15
T00892,C0174,39443.11,INR,Payment,True,2024-12-02
T00893,C0074,19264.67,INR,Deposit,False,2024-10-29
T00894,C0015,3530.95,USD,Payment,False,2024-09-28
T00895,C0078,39564.9,INR,Payment,True,2024-08-16
T00896,C0197,42550.59,INR,Withdrawal,True,2024-10-30
T00897,C0026,17034.09,INR,Withdrawal,False,2024-07-06
T00898,C0032,5152.67,INR,Transfer,False,2024-08-26
T00899,C0147,29648.05,INR,Transfer,True,2024-03-23
T00900,C0049,2717.75,USD,Withdrawal,False,2024-11-14
T00901,C0023,36717.68,USD,Deposit,True,2024-08-13
T00902,C0040,25919.03,USD,Deposit,True,2024-03-14
T00903,C0130,5032.88,INR,Transfer,False,2024-11-29
T00904,C0127,31705.67,INR,Deposit,True,2024-12-21
T00905,C0147,6444.61,USD,Transfer,False,2024-02-10
T00906,C0200,18438.03,INR,Withdrawal,False,2024-04-23
T00907,C0041,10095.42,USD,Deposit,False,2024-09-10
T00908,C0020,40204.36,USD,Transfer,True,2024-10-24
T00909,C0140,47801.29,USD,Payment,True,2024-10-23
T00910,C0195,39509.83,INR,Transfer,True,2024-05-30
T00911,C0049,22998.32,INR,Transfer,True,2024-04-26
T00912,C0156,8445.73,INR,Deposit,False,2024-09-13
T00913,C0119,37541.61,INR,Deposit,True,2024-12-29
T00914,C0017,40606.68,INR,Transfer,True,2024-09-18
T00915,C0170,10937.73,INR,Deposit,False,2024-07-18
T00916,C0137,29255.64,INR,Payment,True,2024-02-24
T00917,C0061,25266.9,INR,Deposit,True,2024-10-14
T00918,C0083,28443.79,INR,Deposit,True,2024-01-27
T00919,C0122,13432.27,INR,Transfer,False,2024-10-28
T00920,C0130,38013.59,INR,Withdrawal,True,2024-03-24
T00921,C0183,23425.31,INR,Deposit,True,2024-11-07
T00922,C0074,44721.59,USD,Deposit,True,2024-09-06
